# Starting test run
x y points n_ticks
406 516 26 286
66 118 26 309
561 596 22 204
4 484 33 219
391 354 18 229
71 123 32 139
527 150 24 276
5 232 12 303
322 413 28 271
141 459 20 268
653 228 20 185
505 464 22 208
64 107 30 451
391 488 27 206
56 275 14 248
713 249 26 382
150 381 20 275
99 394 24 274
494 233 28 256
320 166 20 318
618 232 24 275
531 395 18 232
404 104 24 349
216 257 16 270
405 60 26 413
7 298 8 184
362 528 26 221
672 109 22 253
556 276 18 318
306 54 8 224
524 457 16 454
506 345 22 302
484 415 14 234
567 508 22 298
115 67 24 261
568 565 30 261
247 381 28 312
275 291 18 273
454 68 0 100
181 66 32 230
143 462 24 252
277 472 26 206
389 79 26 347
780 251 10 210
677 96 28 268
539 500 20 244
529 216 28 307
157 149 24 286
558 393 33 259
533 295 22 268
57 345 20 289
87 306 31 265
773 404 14 215
342 131 24 306
623 319 20 292
80 185 24 263
436 400 12 247
14 449 2 125
274 439 20 270
161 93 20 249
614 520 16 276
605 89 22 252
237 362 28 292
262 45 14 281
341 55 14 386
630 571 4 223
324 286 24 325
207 499 27 374
246 113 2 102
283 537 30 317
211 49 0 100
312 233 22 282
419 449 22 298
234 531 29 217
389 539 28 218
370 368 18 203
548 440 24 404
343 266 14 295
280 227 29 341
595 247 14 272
149 299 0 100
275 239 28 308
143 345 28 254
140 52 0 100
650 460 16 243
472 248 16 369
391 401 26 340
776 255 24 384
304 494 25 207
55 531 16 302
437 597 10 191
345 112 28 352
125 71 30 266
785 297 0 100
70 40 24 250
683 546 20 279
716 228 0 100
754 82 26 258
696 29 30 308
605 575 28 369
143 179 14 269
33 433 22 241
73 174 30 295
177 329 26 285
631 595 14 226
268 534 26 343
550 317 18 233
385 468 18 279
133 474 32 287
422 4 14 308
726 284 22 256
588 490 14 268
207 378 14 269
78 232 26 302
722 569 32 211
628 374 20 283
736 527 24 225
537 102 14 421
627 55 26 301
242 576 28 353
434 319 18 296
188 566 24 397
574 520 28 272
188 437 22 309
155 252 22 228
760 195 16 208
327 352 20 270
769 286 22 297
37 425 18 260
668 142 26 255
47 490 26 243
722 370 18 300
516 408 24 189
22 322 26 352
413 491 14 225
658 151 32 194
775 550 28 224
761 261 18 427
613 539 18 230
476 259 18 203
187 468 26 360
608 40 24 377
204 196 30 341
449 273 26 326
675 16 14 302
649 229 24 300
154 143 20 305
566 116 18 275
463 302 20 221
793 248 2 193
7 413 18 213
449 146 19 451
672 594 4 190
291 428 16 239
759 27 25 240
280 457 24 279
390 353 10 183
223 574 20 342
743 268 24 308
346 355 14 217
320 370 24 315
689 140 18 289
752 105 18 232
73 268 0 100
251 470 14 218
156 24 18 366
788 379 32 240
297 252 0 100
486 272 14 180
198 337 10 200
653 510 30 238
421 456 24 337
15 404 14 232
145 123 24 246
59 226 31 236
147 105 24 514
624 376 22 447
135 78 28 269
408 123 20 256
260 551 20 203
181 222 24 298
123 503 34 256
259 66 14 269
529 84 6 210
531 191 19 321
587 42 0 100
369 142 24 206
649 404 28 237
179 598 18 212
332 146 20 316
68 423 20 240
266 219 16 353
93 219 24 254
749 130 22 290
219 598 12 283
227 196 18 322
688 349 28 393
116 147 20 275
65 247 22 249
619 369 14 280
608 249 12 304
341 383 22 376
716 12 26 250
363 369 4 146
256 510 31 320
249 60 20 260
37 303 26 419
179 571 26 216
448 76 12 224
616 310 20 289
18 309 0 100
15 64 12 245
723 129 26 277
213 163 26 308
93 393 31 272
36 351 24 345
440 333 6 188
147 47 22 249
762 41 0 100
184 63 29 276
603 269 20 378
166 371 18 254
531 396 2 180
454 39 18 223
590 266 18 370
67 410 29 265
603 450 20 283
143 207 10 335
345 530 28 293
767 523 24 214
603 450 24 230
132 460 22 229
657 514 24 226
461 511 28 217
15 82 12 258
352 540 26 191
338 176 24 389
783 476 25 259
631 482 28 235
127 476 30 265
114 27 28 247
660 107 12 246
451 589 32 431
243 470 22 195
541 191 20 272
751 192 10 255
210 386 22 354
609 22 18 335
446 526 22 305
396 254 10 231
466 105 12 270
521 591 16 302
627 516 26 304
334 108 10 212
752 225 20 463
333 86 22 241
751 312 24 340
347 26 16 218
185 459 26 287
794 258 24 304
556 301 22 192
687 240 22 244
552 32 2 176
165 164 20 297
188 599 20 200
188 298 12 208
707 315 24 227
368 319 34 336
680 270 28 218
431 28 20 364
396 179 28 331
71 213 22 229
465 484 26 281
536 357 6 194
445 587 20 280
663 597 8 244
559 595 21 335
735 193 30 282
380 279 16 379
306 579 20 185
577 14 6 253
648 273 24 300
335 84 28 328
428 462 30 233
381 452 28 443
649 52 30 244
351 43 8 229
519 587 22 348
451 256 28 351
447 139 6 153
783 196 12 234
266 60 14 239
610 44 10 300
376 124 26 338
432 53 20 246
120 475 26 244
93 367 16 258
54 369 37 334
287 78 18 252
489 428 22 288
307 173 16 283
416 569 10 218
38 372 16 234
183 88 26 252
122 585 36 369
404 314 6 213
292 574 16 288
193 419 12 289
780 317 14 218
376 29 12 309
457 106 18 266
460 507 16 194
624 142 24 284
475 340 24 302
184 146 33 209
95 558 35 138
118 22 24 265
685 98 28 319
278 226 24 356
15 541 26 219
20 368 18 225
783 444 36 378
702 79 24 264
761 530 26 219
328 547 26 312
571 449 12 255
305 80 20 287
611 180 27 339
537 359 27 286
150 188 24 307
414 192 12 327
280 27 0 100
372 271 25 277
472 273 10 212
690 15 29 341
224 206 20 249
200 583 18 350
786 444 34 148
595 357 14 255
477 480 28 440
162 536 28 216
534 252 14 218
456 12 20 336
10 115 20 256
717 313 28 357
636 262 0 100
110 582 20 230
775 253 18 211
43 430 18 227
507 31 0 100
752 462 24 264
481 131 20 265
434 367 26 360
432 556 20 211
208 185 28 285
553 198 16 391
32 581 12 210
247 591 22 318
307 79 24 317
28 178 27 410
548 530 22 309
399 157 28 291
493 45 10 226
774 16 22 228
392 326 4 249
434 358 8 213
315 367 18 323
47 199 22 235
439 113 25 291
565 155 22 278
250 311 20 213
706 12 24 302
292 359 22 257
589 171 28 288
503 577 26 294
502 194 20 294
764 511 22 288
617 157 2 134
657 588 20 380
727 427 18 217
98 494 26 237
76 430 20 240
44 25 16 238
487 224 12 216
133 179 30 231
200 114 0 100
25 361 24 302
431 65 28 496
345 378 12 189
254 309 31 243
288 315 8 200
11 14 27 382
517 386 14 292
426 248 12 241
593 2 8 331
281 448 20 214
563 137 25 293
515 48 24 492
152 480 20 223
404 167 30 327
183 300 22 274
614 261 4 172
699 560 28 217
307 124 28 316
681 222 20 252
418 84 16 366
221 444 6 213
787 221 0 100
98 258 16 327
566 79 14 272
678 97 25 255
706 105 28 291
263 220 12 300
211 240 18 314
52 247 18 236
391 412 12 326
141 151 22 286
283 74 12 233
45 518 22 234
238 95 23 250
197 183 24 403
362 415 20 431
424 378 26 287
432 74 22 313
180 498 22 263
95 452 0 100
326 311 20 294
10 225 4 150
632 315 20 225
532 310 20 290
105 210 18 239
16 348 23 365
467 186 16 256
229 502 24 226
717 464 28 249
65 145 28 251
321 532 32 108
399 284 24 295
570 85 26 293
533 525 26 267
51 393 18 184
427 183 14 337
440 90 26 527
154 122 20 240
292 530 31 204
472 536 14 204
14 348 16 241
573 128 0 100
500 23 16 225
412 211 6 256
252 431 24 260
280 196 28 314
122 352 20 237
526 295 8 178
575 240 24 504
770 204 28 505
387 492 24 305
576 158 27 303
542 496 28 204
120 509 26 283
14 116 24 269
16 566 24 228
295 549 26 211
328 428 24 266
70 590 18 308
425 316 18 333
336 13 0 100
386 208 26 389
609 8 24 371
93 549 24 225
431 568 26 210
286 392 8 208
404 409 12 250
52 49 18 248
478 245 20 250
413 56 24 268
772 140 22 287
422 530 37 243
787 120 14 273
301 320 26 323
716 10 0 100
582 417 24 242
61 288 28 220
533 258 0 100
39 134 0 100
619 536 24 241
179 501 24 280
557 28 6 196
777 432 22 249
499 10 4 212
147 215 26 299
220 74 24 274
612 343 18 206
690 493 20 228
737 29 27 326
324 1 20 219
523 426 24 205
733 600 33 213
84 261 24 332
208 219 30 300
164 121 28 274
457 104 18 267
613 511 22 216
620 456 18 393
736 296 20 374
672 518 18 325
266 288 12 186
132 305 6 258
289 75 26 310
27 395 16 211
565 569 16 189
144 273 28 505
752 133 26 254
699 364 26 302
97 79 26 238
30 41 14 257
407 403 20 339
185 524 30 206
331 505 27 195
638 56 10 263
353 289 28 363
277 269 10 162
546 81 0 100
81 372 16 216
562 222 22 299
672 457 28 334
657 570 20 230
132 218 22 286
278 58 24 300
41 55 14 236
508 591 28 195
467 269 26 220
518 428 12 307
132 184 20 277
253 175 12 296
221 325 26 302
18 378 27 467
174 170 22 271
362 177 30 331
622 112 20 357
394 545 16 198
102 35 22 238
43 10 24 245
602 13 0 100
486 82 30 322
501 133 12 310
538 55 20 265
560 493 26 243
747 250 25 313
87 434 24 250
66 460 30 203
18 469 22 231
779 569 26 217
73 292 12 209
157 176 10 214
376 179 24 328
279 148 22 277
69 63 28 287
771 535 12 225
88 510 28 430
436 133 20 447
504 336 22 198
763 558 28 234
302 240 29 560
396 347 22 233
616 338 30 524
774 50 24 234
584 45 16 228
638 234 22 248
142 585 12 296
151 478 26 304
516 43 20 394
33 187 22 338
31 83 32 149
480 180 26 312
274 269 8 271
526 26 8 200
266 286 10 184
372 284 24 363
331 276 14 201
101 132 30 263
565 434 10 293
585 322 6 245
766 435 20 227
372 503 30 392
690 125 16 254
424 321 29 257
298 278 22 256
499 581 14 203
479 436 22 287
159 277 8 247
128 31 22 254
34 378 22 308
212 315 18 336
208 434 26 223
72 391 18 299
702 271 10 285
344 548 26 264
462 191 16 300
187 112 22 261
365 80 29 381
505 186 16 297
214 485 18 263
445 584 22 406
232 454 22 391
350 594 10 194
726 104 28 360
139 159 2 101
213 55 22 348
30 431 29 222
110 453 24 442
104 239 18 315
469 18 0 100
360 596 20 264
97 582 22 237
94 332 16 424
315 580 23 273
382 200 18 314
575 408 28 284
514 367 24 306
571 228 20 294
625 280 18 263
550 526 20 209
65 594 27 438
49 29 16 225
491 239 0 100
592 416 24 287
724 90 31 331
682 104 33 139
52 385 10 237
563 370 20 275
129 52 28 253
291 481 14 188
526 163 12 485
513 255 24 325
90 234 18 241
722 60 24 258
328 410 21 339
223 500 28 276
151 199 22 391
162 571 24 291
187 325 33 318
320 391 28 364
701 282 16 250
136 109 0 100
740 338 16 267
545 489 32 185
409 372 16 314
258 79 16 267
364 31 6 220
301 519 22 289
566 456 22 234
501 351 26 306
302 470 20 282
102 303 0 100
644 300 0 100
258 483 24 253
362 495 24 204
596 124 22 278
556 498 6 186
65 450 26 256
711 224 24 206
139 321 20 288
221 438 18 230
255 369 24 406
536 269 30 305
106 168 16 295
311 11 8 233
393 536 22 208
267 326 30 479
236 108 10 293
298 17 2 101
338 523 28 218
101 460 10 232
312 586 20 206
64 384 18 338
147 469 14 262
239 264 20 318
502 366 22 315
781 252 18 270
512 185 28 275
128 6 23 259
744 308 22 245
735 552 16 225
481 105 22 304
438 300 26 417
230 259 36 574
329 450 28 429
521 111 22 361
674 557 23 304
464 166 28 313
134 209 25 248
468 230 22 383
174 31 22 248
9 274 22 278
645 194 25 244
457 596 24 270
138 513 31 235
508 146 6 217
551 48 6 219
562 64 20 223
675 454 28 245
25 62 28 222
89 104 30 357
662 563 26 245
426 529 12 192
116 90 22 257
152 238 0 100
353 547 18 195
733 166 24 236
277 21 14 246
232 108 32 156
601 45 22 231
783 340 18 468
357 496 22 203
247 251 22 241
105 493 26 266
446 365 4 285
751 181 18 351
731 556 20 274
345 7 16 232
157 522 22 247
795 25 16 252
32 78 14 244
126 519 22 416
141 284 20 274
217 523 31 331
286 24 10 237
87 305 24 402
344 200 16 298
246 568 22 220
266 576 23 193
17 210 0 100
777 6 28 232
541 261 28 363
421 70 12 266
220 256 24 236
748 310 22 318
643 547 27 219
174 177 28 245
649 217 28 301
549 522 26 237
644 148 18 255
398 165 20 270
122 90 28 250
629 163 10 255
558 292 22 258
120 414 20 229
483 587 25 196
190 449 22 242
608 437 24 217
276 212 24 384
292 463 22 328
562 103 18 293
593 427 24 276
528 411 26 259
737 137 22 251
247 544 29 351
140 535 30 218
667 435 24 280
53 302 30 230
299 580 10 187
448 384 24 283
388 119 0 100
163 325 26 247
201 235 28 219
171 571 27 204
556 556 24 282
135 286 18 232
378 551 26 197
520 201 10 224
164 206 18 263
591 227 22 403
526 114 14 247
575 205 26 390
772 598 22 203
653 337 24 306
167 110 29 455
515 423 28 454
122 0 0 100
730 175 18 243
477 86 4 124
479 245 28 321
294 52 8 246
431 553 22 202
791 180 12 241
459 555 30 356
59 292 0 100
119 434 20 229
12 566 26 235
308 523 30 406
143 28 22 227
325 172 2 143
46 499 32 144
518 57 20 264
459 514 30 238
797 277 0 100
520 393 18 325
282 125 23 503
676 459 22 241
650 309 24 235
105 520 33 222
529 213 8 333
312 294 16 426
608 340 10 178
187 361 20 235
790 550 22 238
565 386 26 336
110 523 26 230
68 430 10 226
509 416 14 273
164 267 8 207
727 584 26 210
479 504 28 218
462 124 18 252
642 559 20 215
40 448 10 228
205 514 24 200
205 298 26 462
535 123 24 359
503 100 20 370
457 374 32 316
304 116 24 335
363 283 26 266
326 525 18 214
160 142 21 245
749 491 29 238
158 465 14 241
169 591 16 178
5 116 0 100
332 445 18 221
580 131 26 260
443 202 20 327
734 303 24 312
1 463 27 245
708 475 28 251
522 594 24 203
169 320 26 317
410 296 35 293
89 554 26 269
590 541 26 251
38 531 27 228
742 588 4 237
633 17 16 221
169 107 22 249
74 559 28 213
670 145 20 292
774 269 14 222
572 563 26 239
796 29 8 248
794 256 18 236
226 142 27 316
203 217 26 374
109 294 28 335
77 104 20 251
410 406 24 244
682 209 16 236
771 298 16 227
418 496 24 268
753 316 24 251
358 259 16 291
332 63 28 293
130 513 30 432
399 169 30 348
446 189 16 283
410 500 30 193
403 202 12 293
633 309 22 264
292 470 26 268
1 463 20 227
686 41 28 312
283 398 16 348
86 183 2 117
632 65 6 264
475 7 4 222
763 73 28 242
594 252 22 208
743 485 34 302
617 334 8 185
550 438 0 100
177 584 18 227
555 81 18 345
406 524 26 301
146 118 24 271
359 64 20 296
577 580 26 414
661 42 24 239
690 55 20 262
7 462 20 300
445 233 2 146
617 378 22 267
522 411 24 225
683 167 24 260
639 437 20 280
426 73 8 260
417 365 20 548
98 530 32 131
654 256 6 129
787 202 0 100
721 377 24 241
135 264 30 317
510 571 24 271
680 558 12 205
305 103 28 292
571 423 22 316
272 76 22 262
738 255 14 228
496 40 14 249
337 166 6 269
186 399 14 275
680 330 6 290
274 407 14 268
415 163 29 323
43 112 24 250
375 197 2 101
60 114 21 483
524 196 18 252
362 121 24 218
196 164 0 100
731 58 24 254
289 12 20 285
437 594 20 185
612 45 0 100
690 434 26 294
341 436 20 205
756 516 22 233
253 79 26 253
461 169 14 310
601 508 32 111
272 435 18 278
741 488 24 216
609 586 24 281
452 389 14 216
203 167 26 389
185 46 24 252
379 332 14 186
440 387 12 249
77 373 10 271
734 455 22 220
294 404 24 408
334 371 14 221
602 427 28 272
282 31 14 217
288 180 22 330
690 209 20 349
663 566 29 230
493 591 26 363
479 399 18 171
620 53 22 316
474 279 28 323
93 71 26 468
334 6 0 100
498 472 26 314
12 475 29 281
67 184 0 100
503 216 26 314
393 53 10 189
442 598 16 269
297 185 18 529
393 446 20 187
386 246 20 199
321 420 18 282
713 86 28 233
635 166 24 267
433 222 10 362
791 363 22 448
249 537 26 330
570 382 27 430
633 582 25 206
339 524 25 400
717 91 24 231
763 358 22 205
14 227 28 292
658 213 28 250
309 456 18 292
372 408 4 241
552 63 14 232
429 583 14 197
67 73 30 310
669 454 30 257
276 117 22 282
694 142 20 262
481 52 16 420
382 305 18 311
492 306 16 189
728 346 22 225
682 463 22 258
94 578 8 189
163 596 18 366
203 525 24 230
116 196 24 256
428 123 20 290
176 339 24 279
752 486 24 222
332 524 22 219
370 273 22 325
443 186 2 103
765 197 22 258
341 454 18 249
73 37 16 227
170 136 22 337
558 46 18 275
346 142 0 100
749 244 20 286
334 31 22 265
701 261 30 316
517 215 4 167
641 278 24 317
374 35 16 247
155 565 20 299
792 241 10 395
42 350 20 221
396 155 18 208
564 334 24 227
762 560 28 237
205 578 18 209
72 462 23 365
724 288 34 238
236 80 22 285
720 363 16 223
429 561 24 208
501 338 20 196
149 43 22 245
360 276 30 336
575 124 28 269
127 97 30 250
173 291 30 269
493 88 8 199
534 254 33 726
670 266 16 282
515 117 10 294
314 560 24 286
623 417 28 443
458 21 21 436
355 569 16 402
793 220 28 724
142 525 26 220
394 599 0 100
619 528 28 271
288 30 6 208
246 128 20 265
653 49 24 232
207 491 18 272
506 269 28 287
59 42 26 231
524 355 26 294
307 420 10 336
712 432 28 488
704 489 28 260
749 46 18 226
102 454 28 222
553 76 29 279
406 530 16 207
397 529 29 596
485 407 14 308
238 8 10 225
589 282 14 225
566 83 20 310
575 315 18 185
148 552 30 374
500 484 16 290
760 211 16 321
241 446 30 257
775 592 27 244
363 236 23 337
639 233 22 248
611 413 12 248
605 76 22 351
726 500 27 238
777 400 26 236
695 567 28 333
319 340 24 324
459 357 2 138
398 186 22 359
306 448 22 205
764 131 25 243
75 93 18 242
176 477 26 248
220 253 14 306
651 598 10 306
781 261 10 285
293 102 22 252
197 268 32 121
415 439 10 329
696 128 22 261
453 361 14 249
733 131 32 240
29 407 4 200
595 211 18 306
243 402 21 316
573 583 18 202
599 489 24 296
378 377 22 333
796 122 31 428
105 244 24 274
162 573 24 285
4 147 18 249
533 594 23 311
27 467 22 240
128 503 32 112
275 498 28 427
383 262 6 209
136 528 22 339
353 538 16 207
282 592 26 358
220 226 28 333
288 95 20 406
204 408 10 276
269 485 22 247
107 436 10 216
123 271 14 308
347 228 20 343
507 504 24 220
672 560 18 196
514 137 2 101
483 105 16 219
581 257 24 268
323 393 18 310
714 144 24 258
689 476 30 254
47 309 32 454
238 68 14 252
67 329 24 236
167 138 4 266
564 441 31 271
466 133 26 225
202 270 28 456
628 528 22 264
384 176 22 349
231 323 24 300
607 576 26 361
638 406 18 232
307 140 35 269
362 184 12 194
762 105 23 232
607 596 20 273
238 14 22 247
226 529 26 317
459 343 22 297
222 285 18 306
117 354 20 313
259 7 10 236
144 270 26 274
337 53 22 261
223 112 26 263
24 356 28 425
530 2 0 100
752 387 26 306
426 164 0 100
495 107 22 324
356 258 22 218
417 512 27 332
618 312 24 312
282 342 28 279
350 267 6 149
705 150 0 100
14 227 28 371
722 483 24 236
88 310 16 245
121 442 18 229
165 92 24 372
338 134 22 323
531 418 22 263
157 289 24 237
447 408 22 301
379 285 18 315
533 362 22 236
615 408 24 313
471 176 6 271
359 303 16 221
500 129 26 258
332 249 28 409
785 110 20 276
322 554 30 276
221 315 20 540
64 55 28 227
104 523 22 229
628 356 37 218
698 176 22 361
198 595 10 233
218 256 22 313
755 66 32 253
425 477 18 205
59 485 12 222
652 581 12 237
93 344 16 305
263 399 14 267
723 19 20 241
38 3 32 250
262 536 18 204
118 505 28 245
66 2 0 100
678 454 30 253
607 151 26 357
152 468 28 293
470 280 30 345
229 430 20 281
641 558 20 334
13 152 14 305
644 151 22 508
449 66 26 290
768 404 10 232
2 159 24 424
362 191 30 412
267 380 24 273
283 308 14 306
233 155 20 331
142 265 26 294
271 220 8 192
267 55 6 213
207 409 22 275
150 454 18 276
14 451 26 231
173 418 12 264
416 415 18 361
650 137 30 475
535 436 18 285
338 420 16 290
515 597 24 200
291 416 26 218
753 90 26 230
109 7 0 100
268 589 8 227
430 305 2 172
307 541 14 263
153 365 26 466
696 308 10 236
723 110 26 247
277 462 26 333
41 181 28 472
758 90 20 246
540 415 20 316
514 324 24 429
352 509 22 335
40 251 27 228
754 379 20 240
483 312 25 278
557 53 0 100
23 275 30 414
377 10 22 225
555 468 18 251
606 374 20 265
231 261 26 283
263 278 18 313
577 577 14 200
209 3 22 228
221 598 19 225
159 423 26 514
591 139 18 280
691 541 26 251
765 442 24 219
471 140 24 262
68 564 28 210
634 75 22 244
343 82 16 341
33 522 30 227
430 508 30 323
233 396 26 270
129 109 29 257
459 406 14 200
617 416 10 291
142 330 16 258
390 167 14 283
181 462 24 287
614 186 10 267
450 41 16 227
599 14 18 262
466 295 10 189
586 282 12 278
539 332 18 320
681 508 32 172
44 235 30 317
785 100 26 236
393 127 18 254
482 576 22 234
151 469 16 310
731 464 16 255
647 496 26 242
205 470 26 261
549 326 18 312
160 412 4 238
485 216 22 291
508 53 18 276
564 501 26 264
648 36 33 359
791 130 22 255
440 150 22 257
739 24 25 251
145 318 23 293
442 437 25 443
290 169 18 286
123 62 22 339
590 497 16 281
76 570 27 217
521 30 20 314
321 296 22 461
396 548 22 195
397 242 20 316
152 119 26 339
79 73 22 249
210 580 18 266
123 511 30 302
619 512 0 100
435 64 26 422
40 561 32 225
715 209 26 250
712 55 27 246
104 294 18 255
172 403 10 232
66 360 22 266
75 141 30 259
559 573 26 208
520 216 10 293
158 109 20 260
737 89 18 245
695 65 32 138
287 66 0 100
304 510 28 297
636 77 26 272
281 272 6 193
75 160 28 355
190 19 0 100
132 302 28 283
369 210 28 709
686 389 25 278
92 289 24 335
689 206 0 100
591 92 16 271
624 296 12 215
712 577 18 207
681 402 14 242
270 454 12 260
716 496 30 235
511 167 30 292
732 79 18 220
392 367 27 279
198 36 20 245
358 114 20 245
295 313 24 415
